频道	liveId	liveSid	LiveName	LiveDesc	正在观看	Count
动听	1024881648	22301241	【話社】?留白	【話社】? 126960 江西妹纸留白 话社主播招募Y群：9008879	63	1
动听	982837673	38215181	〖靓〗双飞！	超帅双胞胎兄弟	3974	1
动听	1368414557	13427666	话社10998 赫本  尊师大衣哥	【話社】全能女神赫本.直播时间早10点.晚7点 话社主播招募Y群：9008879	2155	1
动听	990283484	84582258	【娱+951】 蜗牛 ~	【娱＋951】蜗牛———９５１扛把子	2088	1
动听	979285315	29949407	─╄OvЁ蓝雨丶汐??.?	【蓝雨】武汉萌妹子?汐若 视频直播间上午11点到1点晚上10到1点播	1443	1
动听	1461960640	20933620	『阿拉美』小晃晃求蓝色妖姬	甜美可人小公举	994	1
动听	1358102361	98268533	【鉑】＂ 泡 沫「求秒榜~」	【鉑】＂ 泡沫 应聘主播加Q群6791980	753	1
动听	1377911706	95755787	舞帝?. 小翠儿 【感谢陪伴】	[舞帝传媒]－５５０?小翠儿 微信、淘宝搜索<<舞帝商城>>收藏、分享	620	1
动听	1019822464	17736114	?．美娅?38D花臂少女	逗趣可爱大美娅	8693	1
动听	1078070372	17311721	娱＋２５８９１Mika文徒?棒棒糖走起来	甜美实力唱将米卡	3527	1
动听	93723125	96133003	Ｇｏｄ朵 朵	【Ｇｏｄ娱樂】?Demi朵朵? 平面模特    校花    网游代言  	3027	1
动听	1267848815	98590118	小珂~ 早早早~	最清纯萌系美少女	1156	1
MC	1286525277	20714994	Mc寒峰抢头条 前50就行	【辽宁鞍山】Mc寒峰 搞笑直播 赶走你的不开心！	251	1
MC	1376901055	97316169	《另类七帝》 杀猪	【启翀】 另类七帝  金牌频道招主播加yy：844887	125	1
MC	1445186524	54563626	舞帝?.酷7  恩师抚顺兜	舞帝传媒哈尔滨酷7逗比主播欢乐多	996	1
MC	924812371	34289311	『嘉梦』? 安 磊   百姓大舞台！	『嘉梦』 安磊。 我相信爱笑的人运气不会差！	5	1
MC	184119764	21174901	ＺＪ?陆军	[紫金娱乐]≈.战友，你们还记得吗	133	1
MC	92031420	15012642	Ｃhinａ陆雅杰?尊师颜韵	[Ｃhina]－１７１陆雅杰凌晨6点晚上7点开直播。这里是你最温馨的家!	375	1
MC	937102479	87668581	【ZL】安稳， 高待遇招收主播，星探加我	╭━＂【37450803】   (安稳直播间)陪伴呢？＂━━━━━━━━━━━╮	3	1
MC	10874850	55725519	?゛畅想丶姜  帅╰?『姜家大户』	【畅想传媒】【姜家大户】 新主播求关注	72	1
MC	622048341	90927115	Ｔy?ＹＹ百变大咖 王阻拦「」	【唐韵】YY百变大咖 王阻拦 每天早上9点-12点  做主播+YY8057575	144	1
MC	1215926941	34648629	【帝王】洋洋：关注快手45476603！	【帝王聊吧】洋洋尊师九局 ：早05:00-12:00 晚17：00-20：00	452	1
MC	900604857	28933374	沈阳小伙Mc阿麻 艾瑞巴蒂摇起来。！	沈阳小伙.Mc阿麻 另类语言 将搞笑进行到底.!本着一颗交朋友的心。	145	1
MC	1450777932	23365936	Coco大连女汉纸，求关注！	Coco大连女神 求关注！	30	1
MC	1058500672	75959366	舞帝★小 乐 关注4.18舞帝五周年庆	[舞帝传媒]－５５０?刘小乐 _微信、.搜索<<舞帝商城>>	10	1
MC	1077611381	10938166	「 Ｃ＋ 」MC赵小新  难兄难弟	「 Ｃ＋ 」MC赵小新   每天晚上八点半与你相约	4	1
MC	914936512	88608115	『天音3135』李 白  我白单身~！！	『天音3135』重庆跃奥文化传媒公司！招主播 包捧！应聘加YY：777959  	6433	1
MC	1333795625	67726422	欣然 萌妹子求秒榜	【启翀】欣然 应聘主播加YY号：844887  十组66棒棒糖卡黄	21	1
MC	84875707	15904006	Mc科尔免费收徒喊麦收闭门徒弟	Mc科尔免费收徒喊麦收闭门徒弟本频道由【文龙独家冠名，龙大厨你一生的幸福】	5300	1
MC	152742877	94251129	天下301－昊然 祝蜜儿生日快乐	【天下301】祝蜜儿生日快乐	949	1
MC	1326915936	21028765	『梦想』项阳 ? 人呢 ？	【梦想·９６３】 小项阳 -她会撒娇独家冠名 上午10点半 下午6点两场直播	954	1
MC	16468218	86645575	舞帝?.小美莉  [ 求关注]	喊麦小美莉	14	1
MC	804994630	23436432	「Ｗｙ」洺 洋 新主播  求关注	秦皇岛 最 “绿色”  新主播	9	1
MC	1066802497	93120282	【話社】安妮?『尊师毕加索』	毕加索爱徒安妮	1202	1
MC	3007636	40675187	?i Ｒ小敏感 2141走一走	【ＩＲ】Ｍｃ小敏感  早晨10点直播，期待你的大驾光临，将欢乐送到你身边！	19744	1
MC	1009746462	21533114	『紫光５９３８』?帅帅--心机boy	「紫光」588 ?山西 MC帅帅 招收美女主播 加群 8177888  ！！！	10568	1
MC	1024153856	45060987	天下2797-小龙	【天下】小龙；新浪微博号；2797小龙；新的一年新的开始	8890	1
MC	842684734	35600407	【鉑】＂你好塞雷...．	【鉑】＂ＹＯＹＯ 应聘女主播加Q群6791980 。	5686	1
MC	501403101	22392070	【Sky】天宇    有大哥帮抢头条不	【Sky】天宇  【逗比八卦】  520卡黄马  发薪招场控	4365	1
MC	76578671	33721567	Mc麻木   延寿县小伙	Mc麻木// 每天上午9.30-13.00   下午17.00-20.00直播 	4284	1
MC	539202657	94835065	舞帝?.王皓然   小皓然找妈妈！	[舞帝传媒]－５５０王皓然?微信、淘宝搜索<<舞帝商城>>收藏、关注	4210	1
MC	107886362	83501987	【华夏传媒】??ＭＣ?鳄鱼?	【华夏传媒】MC  鳄鱼，求关注谢谢。诚招给力场控 ，管理，招收主播	3439	1
舞蹈	1349523817	32081304	【话社】   羽墨	新人主播羽墨求关注一组520终身卡皇	83	1
舞蹈	14560802	88238627	【娱＋543】丫丫 尊师文er	百变萌萌哒丫丫	2939	1
舞蹈	984763399	51883281	─╄OvЁ蓝雨丶桑甜 尊师李 开心就好	人美歌甜小桑甜	2655	1
舞蹈	1377885713	61587099	舞+舞=细腰[徐好好很上进]	细腰：武汉小蛮腰	1311	1
舞蹈	154189876	80994248	263-小奈何：﹤尊师六哥﹥	好身材热舞小奈何	966	1
舞蹈	510305133	10340860	ＬＹ－甜音丽妍（求棒棒糖）	ＬＹ-4 3 0 丽妍 早9.30晚8  18组66卡黄 10个钻戒加微信	89	1
舞蹈	1403745160	31790758	【Z宇】媛媛  小毛驴儿激情热舞	【Z宇】媛媛  激情热舞 直播时间11点到14点18点到22点	788	1
舞蹈	1281129886	31808920	話社】51746小希 尊师大衣哥	【話社】51746 小希-求秒榜~求守护~	2085	1
舞蹈	1344787070	49763468	『Ｍｚ』热舞笨妹  求守护  求顶榜	【魅族传媒】性感热舞笨笨.1314卡皇2组1314加微信。求守护求陪伴	891	1
舞蹈	1277792824	21509621	璀璨之声丶苏小小	【璀璨之声】《武汉妹纸·小苏直播间》2组520或者1组1314卡簧哟~谢谢支持	518	1
舞蹈	1056300981	36681528	★．星之舟★惜酱	?〃星之舟惜酱16岁四川萌妹纸！1314卡黄66嘉宾！招聘主播YY号280210	44	1
舞蹈	1360447139	38013301	?゛China゛魅姬?尊师美Q	【Ｃhina】171?魅姬?鸡姐很性感~鸡姐很有才~	1017	1
舞蹈	1403499302	31790770	[Z宇】热舞娇娇 招主持    求保护	【Z宇】娇娇／直播时间晚上11点到3点求支持	512	1
舞蹈	1251236971	21335159	"ζ?""布丁宝宝?求关注"	【时尚娱乐】新货主播~布丁~一组1314卡永久黄~应聘主播加Q群756366备注	12	1
舞蹈	63018175	69752078	╄OvЁ蓝雨丶舞娘诺  WULI诺	【蓝雨】《东北辽宁妞》热舞舞娘、666卡簧1314加微信	153	1
舞蹈	1174469782	69931522	辽宁MC【虎妞】求守护	户外 鬼步 妹子 任意一组1314礼物卡簧 招收主播；1350759	115	1
舞蹈	1019549082	58920010	璀璨之声·小小酥	【璀璨之声】《武汉妹纸·》2组520或一组1314卡黄·求支持·卡黄送微信号~！	317	1
舞蹈	1187256388	73037013	ゝ狐家杉狐:四月你好~~~~	【蜂后】ゝ?杉狐：69D 波霸狐 直播时间白天11点到13:00晚上21点23点	439	1
舞蹈	1433882329	22897473	?゛XTε?芯婷-骗子离我远点	江西上饶萌妹子求真心的守护	216	1
舞蹈	1049151062	93300346	【Ａ one】? 伊冰儿 招收主持	【Ａ one】?热舞伊冰儿直播间，招收优质主播联系微信：yy30034	3216	1
舞蹈	1450143519	54150991	【领域】艾菲儿灬跳舞主播	【领域】跳舞主播艾菲丶儿 招聘主播Y群：5405555	2144	1
舞蹈	1066802497	93120282	【話社】安妮?『尊师毕加索』	毕加索爱徒安妮	1205	1
舞蹈	1151987003	87668258	【娱+】 琳 儿?°?尊师AK??	【娱+】 琳儿゛?°?秒榜3000+守护送VP??	914	1
舞蹈	1486445993	98848257	【晶火】一字马Cassie卡希	【晶火】小李玟Cassie卡希	41	1
舞蹈	997453280	52988791	【风火】╰☆佳児、	热舞[风火总部]安徽佳児1314卡黄　秒榜卡VP，求关注，求守护神，么么哒~	36	1
舞蹈	791970877	53572576	热舞颜儿 早上7点直播	湖南热舞辣妹颜颜	3387	1
舞蹈	1457508870	98803861	YY舞型舞秀-仙子芭蕾	「 Ｃ＋ 」仙子   新人求哥哥	5925	1
舞蹈	1344720714	95464247	火辣热舞云南笑笑求守护	【風雲】笑笑热舞现场午夜嗨场凌晨直播到上午招收主播加好友	8790	1
舞蹈	677946202	32066673	【领域】蜜大帅 漳州二姐 膨胀者	热辣舞蹈征服你	1792	1
舞蹈	1379855418	21335096	百变芊芊~~	【时尚娱乐】主播~芊芊~520棒棒糖卡黄~应聘主播加Q群756366备注来意	14	1
脱口秀	1317259569	50778395	China 小nono 我已吃土	[Ｃhina] 河北  小nono        招主播Y群4555111	1874	1
脱口秀	1441194146	98263909	"【鉑】 ""21011 小愿【新人求关注】"	【鉑】＂  小  愿  每天早上7点半到下午1点等你。	1757	1
脱口秀	3125791	87440801	Ｃhina 户外老狼 带你装逼带你飞	[Ｃhina]－１７１户外老狼户外带你得瑟 卧槽？好嘞！	1725	1
脱口秀	545738819	42199509	河南宸瑞.蓝色妖姬【久伴】	【久伴4853】咾攻音乐直播间  相信自己  坚持就会胜利 	1371	1
脱口秀	138083427	18265141	【卡皇扣6】盖大师＂招收主播	【免费卡黄】盖大师，招主播加微信v8888808888	1279	1
脱口秀	1223518027	35978852	【热度】性感热舞-夏天-招主持	【热度】性感制服女神の经`﹎夏天。? 求大神（守护）小女纸。。。	1271	1
脱口秀	952676696	39505664	舞帝?赵小柒 尊师六哥	舞帝???? 赵小柒? ??淘宝微信搜索<舞帝商城>加收藏转发	1227	1
脱口秀	18464656	93962043	舞帝?.小昆仑   公主岭直播	[舞帝]－５５０尐昆仑_微信淘宝搜索<舞帝商城>>收藏分享	1197	1
脱口秀	87513371	31677337	暴力夫妻。豿辰 豿姐	每天上午11点晚九点不见不散  最犀利的语言 演绎最精彩的人生 豿辰	1191	1
脱口秀	791471459	63669878	Ｃhina夏婉儿：20朵蓝色妖姬卡黄马	[Ｃhina]－１７１情感电台夏婉儿主要看气质：人生若只如初见..LOVE me	1186	1
脱口秀	68338063	16493968	『梦想21387』花絮 <尊师赵小磊>	【梦想·９６３】?长春花絮直播间，每天早上７点，晚上1８点不见不散	1159	1
脱口秀	1384987212	51042459	?.娜子<开心傻丫头>	?.安静的疯女子---娜子-主播招聘YY群9997799	1088	1
脱口秀	1056004591	21169497	Ｃhinａ暖暖	[Ｃhina]  －１７１ 暖暖  爱生活。爱暖暖。	1075	1
脱口秀	1331034386	76207005	【刘老根】张凯 小舅爷	【刘老根】张凯小舅爷直播时间上午11点2组1314卡簧 出租麦序广告位?	1045	1
脱口秀	1102167574	26623382	舞帝?.红墨 早上好哇	舞帝传媒?.２６９ ?红墨 淘宝微信搜索<舞帝商城>加收藏转发	1041	1
脱口秀	1479058174	40838798	【领域】~☆瘾君子「生无可恋」	皖【领域ˉ娯樂】瘾君子  考主播加Y群12327174	1025	1
脱口秀	4907158	59659516	【娛+】白小晨 人心换人心	【娛+】白小晨 每天的上午十点！-晚上的9点-11点	1017	1
脱口秀	1437793402	39950537	YY第一人美女瑜伽主播-程兮 求关注	[白+]程兮-YY第一人瑜伽主播	1008	1
脱口秀	1446878229	98267274	【鉑】＂  可   馨 新人求关注求守护	【鉑】＂  可   馨 超萌小妹	1000	1
脱口秀	1080582908	45689257	? Play ? 肖 恩　【视频主播】	【ＰＬ】  肖 恩  关注Play官方网站 www.madeinplay.com	990	1
脱口秀	1093730604	68269391	【鉑】＂ ? 雅柔 ?宝宝回家了ぐ	【鉑】＂湖南雅柔 ?不忘初心 ぐ    应聘主播加Q群6791980 	972	1
脱口秀	1074162849	74876509	?７ｍr九-【尊师伦子】到家了	[７ｍｒ]MC老九／从现在开始，你要努力，不能辜负一直帮扶你的人	926	1
脱口秀	825879416	57072857	舞帝?淮安.武大郎?感谢你们一路的陪伴	[舞帝传媒]－５３１?淮安-户外武大郎 微信、淘宝搜索<<舞帝商城>>	906	1
脱口秀	1271628552	84397693	讲述头条山西厨师- Ｃ＋龙飞-	【Ｃ ＋】山西厨师龙飞 不忘初心  感谢每个支持我的兄弟姐妹。	894	1
脱口秀	1233766475	98754452	虎牙 v儿	【启翀】虎牙 V儿 金牌频道招主播加YY号：844887	892	1
脱口秀	1223473164	48093510	【爬麦加我发资料】XYR 自由	【相亲交友现场】XYR 自由 每晚凌晨12-4直播	880	1
脱口秀	1199963645	39279955	? 東 城 ?快手149605216	?脚踢佑儿源﹏ ?[视频]７９０４８－招收主播加ＱＱ６２４９１１１１０	873	1
脱口秀	1254332047	18738778	靓℡爱笑 <)：＂八卦小生、不服就干！	【靓点-28095】-招收主播加Q群1311174	861	1
脱口秀	72120815	45515697	【鉑】＂ 174长腿麦麦	【鉑】＂ 174长腿麦麦 应聘主播加Q群6791980   	846	1
脱口秀	850334930	61106863	相亲交友*点击抢麦加好友发资料-韩诺	〖陕西-韩诺〗【王者相亲?交友现场】4月魅力女神杨思思	831	1
特色	1246232215	13942698	天下7680-汤太贤:破产了，求包养！！	「天下传媒情感」?相亲?交友专场????招星探及才艺主播！	563	1
特色	97734497	56563236	【ZRO】新郎  抢个头条	【ZRO瑞龙传媒】新郎 ，搞笑我们是认真的 辽宁营口凉茶哥独家冠名， 	562	1
特色	1215820227	10831304	【⒎天】 小吃痴  萝莉上一上哦~	【⒎天】     痴儿儿 《?゛求关注 求守护~.》	496	1
特色	166546402	78363018	Rg∮相亲交友 柯g 加1号麦发资料	[荣光相亲交友]美女帅哥相亲交友，本月心动女神榜首【佈娃娃】男神榜首【求冠名】	436	1
特色	1125380748	55099369	舞帝￢娘炮?艺名小和尚	舞帝￢娘炮?艺名小和尚-每天晚上7点标准舞台直播正中文艺	388	1
特色	1288608380	95367523	程哥 钓鱼户外直播	?゛程哥┃ 户外钓鱼直播	371	1
特色	1047365974	62302058	『ＸＹＲ』粒宝宝﹏又感冒了	?XYR?小米粒  求关注 求过任务	313	1
特色	1483040221	41033779	Dr雷战 相亲交友 带你装...带你飞	Dr雷战  带你装B带你飞	299	1
特色	58126318	20403635	WWE【最胖男解说】  MC二胖	WWE【最胖男解说】  MC二胖	243	1
特色	741439553	22170789	天下301-文流  每天俩场户外	【天下】 Mc文流   一组 5 2 O 卡黄 新人大家多多支持	230	1
特色	1320611113	73608368	☆木  子`?	[木 子Baby]  新人求关注 求秒榜 ５２０永久卡簧（拒绝人情黄） 	219	1
特色	1070553045	88119516	【話社】孙悟空搞笑唱歌【视频主播】	【話社】猴哥直播间欢迎您.祝大家开心快乐.188卡黄.	195	1
特色	1382599336	28431164	邵华 WWE巨星演绎！	加入36体育博客，成就您万人主播梦想！WWE邵华欢迎您！	145	1
特色	726610858	23848855	残疾主播 籃  色 『尊师小北京』大徒弟	励志主播  籃  色     传递正能量	132	1
特色	435737906	36894135	超清WWE摔跤硬核赛-浙江天空-欢乐解说	【凤凰ˇ娱乐】YY第一人搏击-天空-摔跤狂热-招主播加Q９７８８５２５２	130	1
特色	1218947339	11804558	づ星悦丶秋悦-求棒棒糖~	【星悦娱乐】重庆秋悦．现居江苏? 1314卡皇丶求秒榜，求守护 ~	129	1
特色	1446244505	62633078	【名瑞传媒】-大齐帝国-小东北	格斗 拳击 逗比解说	126	1
特色	1467946678	62102878	「星娱」小羡   新主播  求关注！	小羡     周末你好~	126	1
特色	1351192497	60632099	【伊人娱乐】程宝儿	【伊人娱乐】程宝儿 情歌专场 温情上映  管理马甲了	125	1
特色	167740622	18164313	【星舟７４５０】 旭	【星舟７４５０】  -  户外直播   诚聘主播加yy群7734240	120	1
特色	1478928990	94728177	龙仔相亲交友，女神第一红包爵位惊喜。	龙仔相亲交友，女神第一红包爵位惊喜。	119	1
特色	165329181	78748765	『天音3135』Mc听度 滴水之恩涌泉报	『天音3135』（听度）直播间 好人与狗 恶人与狼	117	1
特色	1196464165	27419182	『话社』农村负二代┊二飞	『话社』搞笑农村接地气┊二飞┊山西阳泉 ┊得屌丝者得天下┊580招主播┊	115	1
特色	1049891154	42980333	相亲交友，新主播求支持【找个真心晓蝶】	 自己爬麦 求冠名 海天?晓蝶 低调玩耍	113	1
特色	1466694928	31806634	【話社】阿福  宁波新人	【話社】宁波阿福直播间，任意一组520卡簧.话社主播招募Y群：9008879	112	1
特色	1490907811	79305181	【相亲交友】-黑土 新主播求关注	?HT?相亲交友-黑土  诚聘主播加Q：885005678	95	1
特色	1088096468	68006413	【娛+243】猫 身体不舒服多多体谅啊	【娛＋243】新主播 -小猫  一组1314卡皇 晚上9点不见不散 	31	1
特色	1461225009	50400677	【昱】杨立新【乡亲乡爱】承接商演11播	【昱】 - 杨立新。	24	1
特色	1433255003	79593734	【约】179650红姐盘发扎发编辫	【约】红姐生活盘发扎发	23	1
特色	66974828	80161317	山东大宝【上午卖自家苹果时间为早6-13	山东大宝农村户外直播(上午卖自家苹果时间为早6-13点)	21	1
其他	1339354716	97745119	?i Ｒ?时代?九儿『愿好姑娘光芒万丈』	【I R】时代?九儿  人生若只如初见。。新人求关注！	5	1
其他	1349523817	32081304	【话社】   羽墨	新人主播羽墨求关注一组520终身卡皇	81	1
其他	1403443462	31790773	【Z宇】美琪 求保护	【Z宇】 美琪  新货 求支持  	154	1
其他	1419466193	81952772	?゛东北传媒◥娇娇大宝贝つ新主播求关注	殿堂级女歌娇娇    东北传媒招收给力场控主播股东管理加yy168927832 	4	1
其他	1419550650	86265586	ε?°『百纳』ゞ冰冰	百纳冰冰直播间	9	1
其他	1433007689	51369833	YY舞型舞秀-小妹	【舞音】 舞蹈新主播、一组520卡簧、188点歌跳舞	522	1
其他	1201741125	51369027	【舞音】第一少数民族舞蹈-白琪琪	【舞音】白琪琪-YY第一全能少数民族舞蹈主播、一组520卡簧、188点歌跳舞	538	1
其他	1247812553	71845633	?Ｔｒ８９３￢小女人 新人求关注	【Ｔｒ８９３】-小女人直播间 新人求关注	137	1
其他	1256009421	21840382	?炫?阿铭-经典老歌	【炫音娱乐】?．河北阿铭-新人娱乐直播间	121	1
其他	1282056099	17194626	Ｃhinａ丶171程 程 守护这个家	[Ｃhina]－１７１ 程程直播间 新主播求关注Ta招收场控 管理！	233	1
其他	1304513757	22478262	【娱+】甜甜圈，求连麦	【娱+】甜甜圈，新人求关注，搞笑二人组合	8	1
其他	1320527368	43103598	重庆新人主播喵喵求关注4.24生日直播	【雯悦傳媒】-重庆电台百变女神新人主播喵喵求关注求守护	2888	1
其他	1340628829	53350579	[ 闽 ] 〃雅蔓の°新人求冠名 求守护	【闽】娱乐传媒 美女梦工厂  主播应聘考核群14561579	515	1
其他	1354465907	76009488	９７˙?BabY 云子 早上直播11.	９７˙?BabY 云子  新主播求关注~	183	1
其他	1365789003	32516900	【时代】? 阮 阮 右键关注TA	【时代】? 阮阮 右键关注ta	7	1
其他	1366078806	60728853	媚儿   中午12:00到4:00开播啦	媚儿	3	1
其他	1382147691	71044595	゛星火灬算命风水「周易科学论坛」	周易科学论坛	4	1
其他	1401990348	26050995	【娛+】小吉祥  新人求连麦~	【娱＋】小吉祥  新人求关注	7	1
其他	1439096783	46617799	Y第一各种车辆报价咨询￢舞帝?大鹏	[舞帝]-购车咨询 550大鹏 微信、淘宝搜索<舞帝商城>>收藏 分享	967	1
其他	1444718638	62133538	【时尚】~广东?饭饭	【时尚娱乐】~饭饭一组520卡黄.应聘主播加Q群756366	7	1
其他	1191963533	87280829	々．锦＋娱乐? 满 意 求关注	* 满意  * 新 主 播 求 土 豪 包 养 ！	5	1
其他	1197214661	34734846	多雅内蒙古--雅桐    新妹子求关照	【ε?-多雅】内蒙古雅桐视频直播   ?新妹子   求守护	107	1
其他	1205457871	30334853	天下-孙英根	【天下-孙英根】性感讲堂 520卡皇，每天早晨6点直播	3	1
其他	1223014956	88762429	舞帝?.傲  宝【搞笑王子】求关注	[舞帝传媒]－608?海城傲宝 微信、淘宝搜索<<舞帝商城>>收藏、分享	116	1
其他	1288752398	44601150	舞帝?.东北三丫【视频主播】	[舞帝传媒]－6 0 8?东北三丫 微信、淘宝搜索<<舞帝商城>>收藏、分享	4	1
其他	1289177790	21125859	『梦想』DJ蛋宝  瞎J啵处	『梦想·９６３』瞎J波处	3	1
其他	1340125929	19583659	美女相亲现场?山东啊浩?加①号麦好友	YY第一绿色【相亲交友】招主播+YY号8899503（招收主播包推荐5%抽成）	2445	1
其他	1362289783	51406501	? Play ? MC震霆?新人求连麦	【ＰＬ】MC震霆 直播间→官网www.madeinplay.com	2	1
其他	1419219331	30413502	【帝王】俊杰 齐心协力 共创辉煌	【帝王聊吧】俊杰√求过蓝钻任务	276	1
其他	1431315088	92959968	【乆窝】大哈怂	【乆窝】陕西大哈怂新人求关注	5	1
其他	1433452351	25609547	舞帝-健哥	[舞帝传媒]-５５０陈灌溪 微信、淘宝搜索<<舞帝商城>>收藏、分享	130	1
其他	1434048769	37423540	神话传媒 MC  刚哥【尊师大傻】	神话传媒搞笑刚子【尊师大傻】	136	1
其他	1438210080	92720989	? . 赖倩倩  新人 最终是谁的宝	? －赖倩倩ゞ??直播间   招主播y群：9997799	4	1
其他	1439672826	24061105	小石 头	小石头(直播时间：20：00--00：00吹弹唱搞笑交友8挂喊MAI)	3	1
其他	1214866156	35122552	【話社】-江 川 ? 新人求关注	【話社】江 川 直播间 一组520卡黄，中午12点-15点直播，招管理场控。完美	106	1
其他	1220456661	78873694	珠珠求管理	乐迪{珠珠】	513	1
其他	1227844203	30367347	【JY】小 凯  右键关注TA	【JY】小凯    喜欢你就卡皇吧！	3	1
其他	1230038931	21677678	「 Ｃ＋ 」ε??魏海洋	「 Ｃ＋ 」ε??魏海洋	4	1
其他	1239713346	98750139	新主播：闹闹	【启翀】金牌频道招主播加QQ：87122163。	5	1
其他	1251664040	16089206	╅ＸＤ娱乐  ? 夏雨泽	▍ＸＤ娱乐  MC夏雨泽 右键求关注晚上10点不见不散	4	1
其他	1290550178	59252363	舞帝?.宝  强【视频主播】	[舞帝传媒】-608-宝强 微信、淘宝搜索【【舞帝商城】】	3	1
其他	1320643360	30364887	↗【傲视 ?星空】丫头	↗傲视?星空づ丫头 新主播 求关注	3	1
其他	1322849733	81686426	╰梦+Ｏnly? 兮 情【尊师小杰】温情	【梦+夏可兮】搞笑我们是认真的	102	1
其他	1358145260	55917710	【东方娱乐】～小仙	【东方娱乐】～小仙新主播求关注	5	1
其他	1358891213	58499665	╰?冰幻娱乐﹏゛傻  妞﹤新人求关注﹥	╰?冰幻娱乐﹏゛傻  妞﹤新人求关注﹥ 求守护！求包养！	18	1
其他	1379656372	28903522	舞帝?.小丑	[舞帝]－608小丑【微信、淘宝搜索<<舞帝商城>>收藏	1179	1
其他	1387569562	30420284	pLAy.西安Gd.	play.西安Gd阿七.秒榜VP好么我的宝贝	123	1
其他	1427056687	36980908	么么哒.	[Ｋ歌] 【LS】龙氏传媒? 招收优质主播 加群15000812点击视频左上角签	156	1
其他	1445524377	19829106	舞帝?. 山 鸡【男女情感分析讲师】	[舞帝传媒]531淘宝搜索<<舞帝商城>>山鸡?每天晚上早6点下午3点准时直播	3	1
其他	437756	91054398	【纵横】雨  泽   新人！！！！	【 纵横 8351 】用心唱歌的 雨泽  新人求关注	1	1
热门	1378118845	43022362	ＭＫ娱乐、路拉拉 准时girl	ＭＫ娱乐゛４３０２? 路拉拉	1197	1
热门	1080582908	45689257	? Play ? 肖 恩　【视频主播】	【ＰＬ】  肖 恩  关注Play官方网站 www.madeinplay.com	989	1
热门	1456796126	77681540	?゛ 麦嘉娱乐 ゛ DJ-vigi	广东DJ-vigi进来请打卡点心	654	1
热门	1328903066	62637759	〖ＸＹＲ〗小嗯哼?招场控	『X Y R』传媒：哈尔滨 热舞小嗯哼每晚9;00-1;00	719	1
热门	1106267016	12662609	【娛+951】童了了?尊师文er	【娱+951】童了了 新人主播 早8:30-11:30 晚上8:30-11:00	3888	1
热门	61565219	80772359	【娱＋】56188 佳美?沈阳滴	【娱+543】沈阳佳美?情人眼里出西施?	1095	1
热门	60666170	25473394	美女相亲现场?白小洋~相亲点抢麦扣111	紫光【美女相亲现场-白小洋】每天早9点晚8点不见不散~	1811	1
热门	1190829307	66832385	广西。千术，魔术东歌	【东＋魔术】520卡黄 点击直播通知 关注 招收主播群12345637	575	1
热门	1151987003	87668258	【娱+】 琳 儿?°?尊师AK??	【娱+】 琳儿゛?°?秒榜3000+守护送VP??	915	1
热门	1193429174	61152356	电眼圈圈我也有脾气	『魔力』DJ劲歌热舞－周小圈	997	1
热门	1432599273	33711491	China唐宝儿求连麦~	【5710】Ｃhinａ丶唐宝儿仰望星空脚踏实地~	2017	1
热门	1271628552	84397693	讲述头条山西厨师- Ｃ＋龙飞-	【Ｃ ＋】山西厨师龙飞 不忘初心  感谢每个支持我的兄弟姐妹。	894	1
热门	6306958	41724742	[栖成]于一。直击头条大战！！！！	【栖成955】于一 讲述各大头条事件！ 用辩证的角度看问题。	23524	1
热门	1173720766	87234170	【MEGA】米格娱乐 雪儿 求关注	[K歌]｛【MEGA】米格｝娱乐招聘才艺美女主播	3672	1
热门	1144259643	84298787	?゛畅想ゝ长 春.8＇7『唯爱?我 鱼』	【畅想传媒】长春、8＇7（激情歌唱）	863	1
热门	1022805526	16515007	冰心：以后别找我我不在了~	[聊吧]【米蘭聊吧】招才艺男女主播，有意者请加个签Q！~~	7827	1
热门	1374111654	57306772	?优小优?.我不笨，就是有点傻~~	?．【15645】山东妹子优小优--感谢有你们陪伴.招聘主播Y群9997799	1074	1
热门	1022996113	23026543	?ＸＹ? 传媒 小 伟  [尊师蓝波]	?ＸＹ? 传媒 小伟3509招优质主播加Ｙ群10588638  	1620	1
热门	369789739	71928272	Mc苗小磊  : 小鲜肉用心去交每个朋友	 酷+  江苏徐州 Mc 苗小磊  希望你玩的开心  	513	1
热门	1331034386	76207005	【刘老根】张凯 小舅爷	【刘老根】张凯小舅爷直播时间上午11点2组1314卡簧 出租麦序广告位?	1047	1
热门	3125791	87440801	Ｃhina 户外老狼 带你装逼带你飞	[Ｃhina]－１７１户外老狼户外带你得瑟 卧槽？好嘞！	1728	1
热门	1354750038	40944851	【Ａ one】?梦梦新主播招收主持	【Ａ one】?梦梦直播间，招收优质主播联系微信：ｙｙ30034	864	1
热门	1446878229	98267274	【鉑】＂  可   馨 新人求关注求守护	【鉑】＂  可   馨 超萌小妹	1001	1
热门	1236931172	24848034	佳佳	【锦宏4142】重庆佳佳 凌晨1点至早上8点直播  招主播加YY:6041619	2274	1
热门	1155700013	98758974	伊   妹   哈喽你好	【启翀】伊妹任意520卡黄加好友  应聘主播加YY号：844887	885	1
热门	185566897	64006523	【禅啸】?阿源 新主播求秒榜~	【禅啸星空】? 阿源 《上午10.00晚上8.00见》坚持就是胜利~	558	1
